fundName,schemeGroupName,changePercent,schemeGroupId,schemeName,schemeId,schemeid,AUM,launchDate,1Day,7Day,15Day,30Day,3Month,6Month,1Year,2Year,3Year,5Year,7Year,10Year,15Year,20Year,25Year,D30Quarter,M3Quarter,M6Quarter,Y1Quarter,Y2Quarter,Y3Quarter,Y5Quarter,Y10Quarter,Y15Quarter,Y20Quarter,sinceInceptionReturn,fundRat,category,currentNav,isRecommended,minAmount,sipMinAmount,sipMinAmountBSE,1YearSIPReturn,3YearSIPReturn,5YearSIPReturn,10YearSIPReturn,15YearSIPReturn,20YearSIPReturn,sinceInceptionSIPReturn,expenseRatio
DSP Mutual Fund,DSP Overnight Fund,0.016758,9fb58794787cb278d9bfc8e310f3b562,DSP Overnight Fund Reg (G),a75d126f571245669c660a6ee812bfe7,a75d126f571245669c660a6ee812bfe7,2132,09-01-2019 00:00,0.0168,0.12,0.26,0.54,1.61,3.25,6.73,6.57,5.7,4.8,0,0,0,0,0,A,B,B,A,,A,A,A,A,A,4.95,4,Debt: Overnight,1320.1828,0,500,500,100,6.5945,6.3203,5.4663,,,,5.3117,0.14
Canara Robeco Mutual Fund,Canara Robeco Ultra Short Term Fund,0.047628,838f6aeef3e3715022dc87b6b193ca33,Canara Robeco Ultra Short Term Fund Reg.plan (G),304cb794d69d50f9b1a869c3e06f7324,304cb794d69d50f9b1a869c3e06f7324,554,14-07-2008 00:00,0.0476,0.14,0.35,0.61,1.69,3.34,6.72,6.47,5.37,4.79,5.22,5.8809,6.7297,0,0,C,C,C,C,,D,C,D,B,B,6.8,2,Debt: Ultra Short Duration,3614.3121,0,500,500,500,6.8219,6.1608,5.2583,5.3562,6.1438,,6.258,0.95
Mirae Asset Mutual Fund,Mirae Asset Overnight Fund,0.017093,d6372f64b12b5fe8a14a1c1c4411e488,Mirae Asset Overnight Fund (G),f4a75c6ad39937ef53012c1ad7ed0d4f,f4a75c6ad39937ef53012c1ad7ed0d4f,616,15-10-2019 00:00,0.0171,0.12,0.26,0.52,1.61,3.26,6.72,6.57,5.71,0,0,0,0,0,0,B,A,A,A,,A,C,A,A,A,4.81,4,Debt: Overnight,1263.8861,0,5000,99,99,6.6384,6.3301,5.4773,,,,5.4773,0.17
PGIM India Mutual Fund,PGIM India Overnight Fund,0.016681,294fe57322f53bc6605734e3031ac5c4,PGIM India Overnight Fund (G),0fe688735f880a4a808582dd1fa14831,0fe688735f880a4a808582dd1fa14831,100,27-08-2019 00:00,0.0167,0.12,0.26,0.53,1.61,3.27,6.72,6.55,5.7,4.82,0,0,0,0,0,A,A,A,B,,A,A,A,A,A,4.79,3,Debt: Overnight,1272.8944,0,5000,1000,1000,6.6476,6.3148,5.4728,,,,5.4272,0.2
Kotak Mutual Fund,Kotak Overnight Fund,0.016853,b43b493ec9654fddf701ea7fc19026fd,Kotak Overnight Fund (G),98a3914c336809b8df3cd1db42535485,98a3914c336809b8df3cd1db42535485,5373,15-01-2019 00:00,0.0168,0.12,0.26,0.52,1.61,3.25,6.71,6.54,5.67,4.74,0,0,0,0,0,B,B,B,B,,B,B,A,A,A,4.87,3,Debt: Overnight,1313.9146,0,5000,0,99999999,6.6373,6.302,5.4299,,,,5.2664,0.16
Nippon India Mutual Fund,Nippon India Overnight Fund,0.016865,74e85bde5c60ce75717e96330d39c476,Nippon India Overnight Fund (G),0557dcb81c85f7a800000065bbdb4458,0557dcb81c85f7a800000065bbdb4458,8499,18-12-2018 00:00,0.0168,0.12,0.26,0.52,1.61,3.25,6.71,6.56,5.7,4.77,0,0,0,0,0,B,B,B,B,,B,A,A,A,A,4.93,4,Debt: Overnight,132.2461,0,100,1000,100,6.6266,6.3176,5.4532,,,,5.2816,0.17
TRUST Mutual Fund,Trust MF Overnight Fund,0.016721,998315150cb7b8737926bb9f721e4ecc,Trust MF Overnight Fund Reg (G),40b55f15bcd45d14af97ca2b05a62578,40b55f15bcd45d14af97ca2b05a62578,369,19-01-2022 00:00,0.0167,0.12,0.26,0.52,1.6,3.25,6.71,6.56,0,0,0,0,0,0,0,B,C,B,B,,C,C,A,A,A,5.96,4,Debt: Overnight,1170.5549,0,1000,1000,1000,6.5669,,,,,,6.4199,0.12
Mahindra Manulife Mutual Fund,Mahindra Manulife Overnight Fund,0.016661,9ee765eed560c979c1ce3ef5382e00e7,Mahindra Manulife Overnight Fund (G),3ffbf561f01e5dda040ccdd6cbe742b2,3ffbf561f01e5dda040ccdd6cbe742b2,202,23-07-2019 00:00,0.0167,0.12,0.26,0.52,1.6,3.23,6.7,6.53,5.68,4.75,0,0,0,0,0,B,B,B,B,,B,A,A,A,A,4.77,3,Debt: Overnight,1275.0147,0,1000,0,99999999999,6.5778,6.2922,5.4382,,,,5.3711,0.19
Baroda BNP Paribas Mutual Fund,Baroda BNP Paribas Overnight Fund,0.016746,789a43429697706d6e6b77c59c479462,Baroda BNP Paribas Overnight Fund (G),9fe74c4d74fe35a084f9361656065b89,9fe74c4d74fe35a084f9361656065b89,816,25-04-2019 00:00,0.0167,0.12,0.26,0.53,1.61,3.25,6.7,6.57,5.7,4.8,0,0,0,0,0,B,A,A,B,,A,A,A,A,A,4.86,4,Debt: Overnight,1296.0556,0,5000,500,500,6.6433,6.3285,5.4699,,,,5.3514,0.17
Bandhan Mutual Fund,Bandhan Overnight Fund,0.016812,e6fd032eaedc03ce2316db1c3bdc0377,Bandhan Overnight Fund (G),e1db413003b95e5cd997b0c59c4666cf,e1db413003b95e5cd997b0c59c4666cf,1395,18-01-2019 00:00,0.0168,0.12,0.26,0.52,1.6,3.24,6.69,6.54,5.67,4.72,0,0,0,0,0,B,B,B,B,,B,B,A,A,A,4.86,3,Debt: Overnight,1312.4125,0,1000,100,100,6.5942,6.2918,5.423,,,,5.2593,0.15
HSBC Mutual Fund,HSBC Overnight Fund,0.016715,21f91c595e19ded027659cd7363a164f,HSBC Overnight Fund (G),a23fe3068339296cf9b455a7de8daadd,a23fe3068339296cf9b455a7de8daadd,2445,22-05-2019 00:00,0.0167,0.12,0.26,0.52,1.6,3.24,6.69,6.54,5.67,4.74,4.88,5.3907,2.6732,0,0,B,B,B,B,,B,B,A,A,A,3.45,3,Debt: Overnight,1286.5115,0,5000,1000,1000,6.6139,6.2947,5.4298,5.1024,3.4836,,3.3468,0.16
Union Mutual Fund,Union Overnight Fund,0.016477,ef478e063b53b80449d3bcdc35f26861,Union Overnight Fund (G),8be45875c9714128f6bd85c79f6e317a,8be45875c9714128f6bd85c79f6e317a,245,27-03-2019 00:00,0.0165,0.12,0.26,0.52,1.6,3.24,6.69,6.53,5.67,4.73,0,0,0,0,0,C,C,B,B,,B,B,A,A,A,4.8,3,Debt: Overnight,1296.6026,0,5000,500,500,6.6255,6.2876,5.4243,,,,5.2839,0.17
Edelweiss Mutual Fund,Edelweiss Overnight Fund,0.016659,3b667bdd9e70f9b1ab4e838385081d37,Edelweiss Overnight Fund (G),6db0645ddf369282430b9e62b696d6c0,6db0645ddf369282430b9e62b696d6c0,574,23-07-2019 00:00,0.0167,0.12,0.26,0.52,1.59,3.22,6.68,6.54,5.66,4.8,0,0,0,0,0,C,C,C,C,,B,A,A,A,A,4.82,3,Debt: Overnight,1278.1965,0,100,100,100,6.5817,6.2842,5.4394,,,,5.3772,0.16
Canara Robeco Mutual Fund,Canara Robeco Overnight Fund,0.01663,718735c960ddb39a7cb31b597c09af23,Canara Robeco Overnight Fund (G),893866b292779edc11ac3fadbac8bf6b,893866b292779edc11ac3fadbac8bf6b,121,24-07-2019 00:00,0.0166,0.12,0.26,0.52,1.59,3.23,6.68,6.55,5.7,4.81,0,0,0,0,0,D,C,C,C,,A,A,A,A,A,4.82,3,Debt: Overnight,1278.6229,0,5000,0,999999999,6.5876,6.3048,5.4653,,,,5.4008,0.11
Tata Mutual Fund,Tata Overnight Fund,0.01676,76578c88c46f1fb954afc337b960f742,Tata Overnight Fund (G),2b43cc80769677137949e9543fe63a9b,2b43cc80769677137949e9543fe63a9b,4942,27-03-2019 00:00,0.0168,0.12,0.26,0.52,1.6,3.24,6.68,6.52,5.66,4.74,0,0,0,0,0,C,B,B,B,,C,B,A,A,A,4.83,3,Debt: Overnight,1298.5545,0,5000,500,500,6.5722,6.2804,5.4208,,,,5.2867,0.18
Aditya Birla Sun Life Mutual Fund,Aditya Birla SL Overnight Fund,0.01679,2f1637882de483b6338cd6a95cc63e88,Aditya Birla SL Overnight Fund Reg (G),70bf88edcaf669e4840328776ee76b05,70bf88edcaf669e4840328776ee76b05,8823,01-11-2018 00:00,0.0168,0.12,0.26,0.52,1.6,3.23,6.67,6.53,5.67,4.74,0,0,0,0,0,C,B,C,C,,B,B,A,A,A,4.92,3,Debt: Overnight,1330.1531,0,5000,0,999999999,6.6026,6.2894,5.4246,,,,5.241,0.19
Franklin Templeton Mutual Fund,Franklin India Overnight Fund,0.01663,cfa2e0a17a9ca7a2723f4de0140ff31d,Franklin India Overnight Fund (G),8eec0d02098469e9c4aac5a43d316af1,8eec0d02098469e9c4aac5a43d316af1,325,08-05-2019 00:00,0.0166,0.12,0.26,0.52,1.59,3.23,6.67,6.52,5.66,4.72,0,0,0,0,0,C,C,C,C,,C,C,A,A,A,4.77,2,Debt: Overnight,1287.6641,0,5000,500,500,6.5708,6.2798,5.4151,,,,5.309,0.15
Bank Of India Mutual Fund,Bank of India Arbitrage Fund,-0.029611,08a1ff5089afa4f40446f9fc0b7f7b41,Bank of India Arbitrage Fund (G),e707cb3e49fde4b8ad962280feaa00fb,e707cb3e49fde4b8ad962280feaa00fb,36,18-06-2018 00:00,-0.0296,0.08,0.13,0.3,1.54,3.15,6.67,6.3,5,4.12,0,0,0,0,0,C,C,C,C,,C,C,B,B,A,4.44,1,Hybrid: Arbitrage,13.1667,0,5000,0,1000,6.7577,5.9839,4.8995,,,,4.6709,0.94
Shriram Mutual Fund,Shriram Overnight Fund,0.01663,7977d7a8bb12a3999d511fb226d6bacb,Shriram Overnight Fund Reg (G),2b9596332c62e9e4b9d42ef885fb34eb,2b9596332c62e9e4b9d42ef885fb34eb,279,26-08-2022 00:00,0.0166,0.12,0.26,0.52,1.59,3.22,6.66,6.51,0,0,0,0,0,0,0,D,C,C,C,,C,C,A,A,A,6.5,2,Debt: Overnight,11.4272,0,500,500,1000,6.5528,,,,,,6.561,0.15
HDFC Mutual Fund,HDFC Overnight Fund,0.01664,92c27afe5333ba1f9e2bfd1559aab81f,HDFC Overnight Fund (G),4915d58ed8a271083e2329f76d260c20,4915d58ed8a271083e2329f76d260c20,9578,06-02-2002 00:00,0.0166,0.12,0.26,0.52,1.59,3.21,6.66,6.5,5.63,4.71,5.06,5.5518,6.0707,6.0407,0,C,C,D,C,,C,C,A,A,A,5.7,2,Debt: Overnight,3640.5957,0,100,1000,1000,6.489,6.2423,5.3876,5.2252,5.7487,5.922,5.9163,0.19
SBI Mutual Fund,SBI Overnight Fund,0.016791,93de6b61bdab7bcb5b252d36c2188452,SBI Overnight Fund Reg (G),e0e697642ef84d0899537e7bb488d8be,e0e697642ef84d0899537e7bb488d8be,16969,01-10-2002 00:00,0.0168,0.12,0.26,0.52,1.6,3.23,6.66,6.52,5.66,4.74,5.1,5.6559,6.4493,0,0,C,C,C,C,,C,B,A,A,A,6.61,2,Debt: Overnight,3978.3195,0,5000,2000,2000,6.5464,6.2749,5.4147,5.2709,5.9398,,6.2489,0.15
Sundaram Mutual Fund,Sundaram Overnight Fund,0.016664,2bd7079807493d55bdfa72d84ed758d6,Sundaram Overnight Fund (G),4515a6ee1d95279dbba9f9ccf2e8950b,4515a6ee1d95279dbba9f9ccf2e8950b,666,20-03-2019 00:00,0.0167,0.12,0.26,0.52,1.59,3.22,6.66,6.53,5.66,4.74,0,0,0,0,0,C,C,C,C,,C,B,A,A,A,4.94,3,Debt: Overnight,1308.4187,0,5000,1000,100,6.5754,6.2759,5.4116,,,,5.287,0.18
JM Financial Mutual Fund,JM Overnight Fund,0.016411,c3f4c162da98e9d980e21b11e027cc4d,JM Overnight Fund Reg (G),eeb1ee21a99caaa11808512b4ad3e3b4,eeb1ee21a99caaa11808512b4ad3e3b4,201,04-12-2019 00:00,0.0164,0.12,0.26,0.52,1.59,3.21,6.65,6.52,5.67,0,0,0,0,0,0,C,D,C,D,,B,C,A,A,A,4.76,3,Debt: Overnight,1253.0319,0,1000,100,100,6.5484,6.2692,,,,,5.4796,0.15
LIC Mutual Fund,LIC MF Overnight Fund,0.016679,d2584f232b5cf180bd6bb0809dab7b00,LIC MF Overnight Fund (G),d3c42b39858da39265545fa1f2a1574d,d3c42b39858da39265545fa1f2a1574d,487,18-07-2019 00:00,0.0167,0.12,0.26,0.52,1.6,3.22,6.65,6.5,5.64,4.72,0,0,0,0,0,C,C,C,C,,C,B,A,A,A,4.75,2,Debt: Overnight,1274.8498,0,5000,1000,1000,6.5695,6.2527,5.3998,,,,5.3334,0.2
Groww Mutual Fund,Groww Overnight Fund,0.016339,adab461210bb26f53a92ad6ba6c70eb8,Groww Overnight Fund (G),e53ad3ba10ee490006eb2e481cd7e191,e53ad3ba10ee490006eb2e481cd7e191,32,08-07-2019 00:00,0.0162,0.12,0.26,0.54,1.6,3.23,6.65,6.36,5.52,4.63,0,0,0,0,0,A,B,C,C,,C,C,A,A,A,4.63,1,Debt: Overnight,1271.4406,0,100,100,100,6.592,6.1587,5.3014,,,,5.2162,0.18
PGIM India Mutual Fund,PGIM India Banking & PSU Debt Fund,0,72608923e31de299947c473b8d7dd5f7,PGIM India Banking & PSU Debt Reg Fund (G),8f87da8591b7337fe93522d997168397,8f87da8591b7337fe93522d997168397,46,11-03-2013 00:00,0,0,0,0.26,1.13,2.81,6.63,4.35,4.45,6.98,,7.4382,0,0,0,B,C,B,B,,B,B,B,A,A,7.4,3,Debt: Banking and PSU,21.311,0,5000,1000,1000,6.5109,4.9077,5.6539,6.6718,,,6.796,0.43
ITI Mutual Fund,ITI Ultra Short Duration Fund,0.050993,0a1515466981f7593d7428ebe0d5633f,ITI Ultra Short Duration Fund Reg (G),fb034d9da4c46ffa0b1938965f855f8a,fb034d9da4c46ffa0b1938965f855f8a,251,03-05-2021 00:00,0.0509,0.14,0.32,0.56,1.64,3.19,6.63,6.33,5.23,0,0,0,0,0,0,D,D,D,C,,D,D,D,D,B,4.92,1,Debt: Ultra Short Duration,1178.8055,0,5000,500,500,6.5469,6.0032,,,,,5.7652,0.95
NJ Mutual Fund,NJ Overnight Fund,0.016268,8ed1ef008d363748f558b66ab5ee241c,NJ Overnight Fund Reg (G),7ae40e71648c27fb7507d7f56df4b305,7ae40e71648c27fb7507d7f56df4b305,196,01-08-2022 00:00,0.0162,0.12,0.26,0.52,1.57,3.19,6.62,6.47,0,0,0,0,0,0,0,D,D,D,D,,C,C,A,A,A,6.38,2,Debt: Overnight,1144.7393,0,5000,0,100,6.4941,,,,,,6.4983,0.15
Bajaj Finserv Mutual Fund,Bajaj Finserv Arbitrage Fund,-0.046651,12f5a8af56d9ad6dd2a994b62bc4cb2a,Bajaj Finserv Arbitrage Fund Reg (G),21ec839e8de19f056ed51ffeb8f70ea6,21ec839e8de19f056ed51ffeb8f70ea6,762,15-09-2023 00:00,-0.0467,0.05,0.05,0.27,1.38,3.02,6.62,0,0,0,0,0,0,0,0,D,D,D,D,,D,C,B,B,A,6.67,0,Hybrid: Arbitrage,10.713,0,500,500,500,6.5552,,,,,,6.5768,0.95
Union Mutual Fund,Union Money Market Fund,0.050358,bcb759cb8d50ba3acb58b21c868e5c13,Union Money Market Fund (G),eaee5b9578b62bac04f3bd860b57924c,eaee5b9578b62bac04f3bd860b57924c,179,25-08-2021 00:00,0.0504,0.14,0.35,0.61,1.67,3.29,6.6,6.38,5.35,0,0,0,0,0,0,C,C,C,C,,C,C,C,C,B,5.24,1,Debt: Money Market,1172.6097,0,0,0,500,6.6276,6.0807,,,,,5.9913,1.01
Bank Of India Mutual Fund,Bank of India Ultra Short Duration Fund,0.05353,bfb455be6d8ac35bf603a15c5ed6c470,Bank of India Ultra Short Duration Fund Reg (G),de631ba81edc0dcc565ebb43928c7f50,de631ba81edc0dcc565ebb43928c7f50,164,16-07-2008 00:00,0.0535,0.14,0.35,0.61,1.68,3.29,6.55,6.4,5.51,5.04,5.77,6.6821,7.0434,0,0,C,C,C,D,,C,C,B,B,B,7.02,2,Debt: Ultra Short Duration,3009.6609,0,5000,1000,1000,6.619,6.1201,5.3935,5.9423,6.6974,,6.7536,0.9
ITI Mutual Fund,ITI Overnight Fund,0.016164,2249a241ad4e1f2a6c8ade80aabb0b4c,ITI Overnight Fund (G),d915a9d1fc375ed03f011b955611663a,d915a9d1fc375ed03f011b955611663a,113,25-10-2019 00:00,0.0162,0.12,0.26,0.51,1.55,3.12,6.45,6.33,5.5,0,0,0,0,0,0,D,D,D,D,,C,C,A,A,A,4.58,1,Debt: Overnight,1251.1621,0,5000,500,500,6.3875,6.087,5.2641,,,,5.2641,0.18
Tata Mutual Fund,Tata Banking and PSU Fund,0,fa5aa5556d0ef5778518b5fa029d712f,Tata Banking and PSU Fund Reg (G),50ea3592cd1e42812c88c77d1d8433bf,50ea3592cd1e42812c88c77d1d8433bf,208,10-10-2019 00:00,0,0,0.03,0.33,1.45,3.43,6.43,6.58,5.15,0,0,0,0,0,0,D,D,D,C,,B,C,C,A,A,6,0,Debt: Banking and PSU,13.1836,0,5000,150,500,7.2085,6.0055,,,,,5.6565,0.72
Samco Mutual Fund,Samco Overnight Fund,0.016135,c09c1cc98e2acf097ac2eca59b59af65,Samco Overnight Fund Reg (G),5854a93d7816ccbdb52d5172778036d1,5854a93d7816ccbdb52d5172778036d1,70,12-10-2022 00:00,0.0161,0.11,0.25,0.5,1.51,3.06,6.39,0,0,0,0,0,0,0,0,D,D,D,D,,C,C,A,A,A,6.29,1,Debt: Overnight,1130.0266,0,5000,500,500,6.2492,,,,,,6.3205,0.33
Sundaram Mutual Fund,Sundaram Ultra Short Duration Fund,0.045761,24941cd34951d0c428642d9279bbb29c,Sundaram Ultra Short Duration Fund Reg (G),ce2bb4bab5c1b958b77330bd0beaad66,ce2bb4bab5c1b958b77330bd0beaad66,1909,28-12-2007 00:00,0.0458,0.14,0.33,0.57,1.58,3.14,6.38,6.16,5.12,4.52,4.34,5.4122,6.1303,0,0,D,D,D,D,,D,D,D,C,B,5.76,2,Debt: Ultra Short Duration,2564.2573,0,0,0,1000,6.3576,5.8382,5.0098,4.818,5.6836,,5.7208,1.48
LIC Mutual Fund,LIC Money Market Fund,0.044009,82d3a59f2983cafe76801e0b31db2806,LIC Money Market Fund Reg (G),e718c19a2041c62a79552862d8817805,e718c19a2041c62a79552862d8817805,29,01-08-2022 00:00,0.044,0.11,0.26,0.49,1.42,2.91,6.23,6.16,0,0,0,0,0,0,0,C,D,D,C,,C,C,C,C,B,5.95,1,Debt: Money Market,1134.587,0,5000,1000,1000,6.0481,,,,,,6.1495,1.02
Bank Of India Mutual Fund,Bank of India Credit Risk Fund,0.045436,8357e1bf20235abd7de059569ed1703f,Bank of India Credit Risk Fund Reg (G),42fe14715e42a944fb2cc79073fa3f53,42fe14715e42a944fb2cc79073fa3f53,115,27-02-2015 00:00,0.0454,0.22,0.39,0.6,1.35,2.21,6.16,5.86,39.21,10.83,-1.39,0,0,0,0,C,C,C,C,,A,A,C,B,A,1.62,3,Debt: Credit Risk,11.6702,0,5000,1000,1000,5.5063,19.701,24.1205,,,,7.1902,1.53
Bandhan Mutual Fund,Bandhan US Treasury Bond 0-1 year FoF,-0.041884,9a88d20b14f91528b5309afcff19d948,Bandhan US Treasury Bond 0-1 year FoF Reg (G),5522e28c7191cea0824ed218adc55563,5522e28c7191cea0824ed218adc55563,150,28-03-2023 00:00,-0.0419,0.26,0.71,0.43,1.91,3.33,6.13,0,0,0,0,0,0,0,0,D,A,C,D,,C,C,C,C,B,6.08,0,Debt: Money Market,10.9782,0,0,0,100,6.3969,,,,,,6.4862,0.18
Motilal Oswal Mutual Fund,Motilal Oswal Ultra Short Term Fund,0.045544,00f4caab320de55828beff80cc3d6165,Motilal Oswal Ultra Short Term Fund Reg (G),185d51011cc90509995445c83ad6f4ef,185d51011cc90509995445c83ad6f4ef,314,06-09-2013 00:00,0.0455,0.11,0.27,0.52,1.54,3.01,6.1,5.86,4.88,4.4,2.76,3.8208,0,0,0,D,D,D,D,,D,D,D,D,B,4.22,1,Debt: Ultra Short Duration,15.816,0,5000,1000,500,6.0869,5.5957,4.8018,3.681,,,3.7552,1.06
NAVI Mutual Fund,Navi Overnight Fund,0.011156,0b475be6067828ee7c3f88004e61f1ce,Navi Overnight Fund Reg (G),a3df4b0bfb198115262f7a527b82fe02,a3df4b0bfb198115262f7a527b82fe02,9,17-07-2023 00:00,0.0112,0.09,0.21,0.45,1.4,2.81,6.1,0,0,0,0,0,0,0,0,D,D,D,D,,C,C,A,A,A,6.13,0,Debt: Overnight,10.7577,0,10,10,10,5.8831,,,,,,5.9686,0.25
Aditya Birla Sun Life Mutual Fund,Aditya Birla SL CRISIL IBX AAA Jun 2023 Index Fund,0,5b770730795dc83298b81c7b6ec39013,Aditya Birla SL CRISIL IBX AAA Jun 2023 Index Fund Reg (G),ed4ae1fe6c8119e4dc102fa6a672a0c7,ed4ae1fe6c8119e4dc102fa6a672a0c7,2426,22-02-2022 00:00,0,0,0.07,0.32,1.45,3.3,6.08,0,0,0,,0,,,,C,C,C,B,,C,C,C,,,4.99,0,Debt: Short Duration,10.6916,0,500,500,500,6.9546,,,,,,6.1234,0.3
PGIM India Mutual Fund,PGIM India Short Duration Fund,0,0f5faa68f161127909b243f5b433d358,PGIM India Short Duration Fund (G),421b205f0979b0519c6c8cf0c6b8fdb6,421b205f0979b0519c6c8cf0c6b8fdb6,28,21-01-2003 00:00,0,0,0,0.18,0.98,2.6,5.97,4.14,3.99,4,,6.0819,7.1623,6.8126,0,B,B,B,C,,B,B,B,A,A,6.85,3,Debt: Short Duration,39.3202,0,5000,1000,1000,5.8782,4.5687,4.4991,4.9862,6.0045,6.583,6.6127,0.92
Mirae Asset Mutual Fund,Mirae Asset Global Electric & Autonomous Vehicles E T F FoF,2.08057,619848e9fe13d187334407ed32808992,Mirae Asset Global Electric & Autonomous Vehicles E T F FoF Reg (G),347551de6203e3fb666610fb5fa85111,347551de6203e3fb666610fb5fa85111,63,07-09-2022 00:00,2.0806,2.72,13.08,17.6,5.08,2.51,5.94,3.87,0,0,0,0,0,0,0,A,B,C,D,,C,B,B,A,A,0.04,0,Equity: Global,10.009,0,5000,99,99,6.3809,,,,,,0.5722,0.54
Mahindra Manulife Mutual Fund,Mahindra Manulife Arbitrage Fund,-0.029525,d52d8f7ef57a367e66c461b45a49a9d0,Mahindra Manulife Arbitrage Fund Reg (G),1dd2ff76ff7254f9d465e92c85212d3b,1dd2ff76ff7254f9d465e92c85212d3b,99,24-08-2020 00:00,-0.0295,0.08,0.08,0.23,1.23,2.71,5.93,5.73,4.72,0,0,0,0,0,0,D,D,D,D,,C,C,B,B,A,4.19,2,Hybrid: Arbitrage,11.851,0,1000,1000,500,5.8657,5.4615,,,,,4.9403,1.21
Edelweiss Mutual Fund,Edelweiss BHARAT Bond FOF April 2023,0,3ed4611c24b542bcf1292fd266adc73e,Edelweiss BHARAT Bond FOF April 2023 (G),9dd725d60b8ff6606c9177c7d7ff2235,9dd725d60b8ff6606c9177c7d7ff2235,3196,27-12-2019 00:00,0,0,0.02,0.74,1.19,3.3,5.23,4.76,6.29,0,,0,,,,D,D,B,C,,C,C,C,,,6.41,0,Debt: Short Duration,12.3105,0,100,500,100,,,,,,,,0.06
UTI Mutual Fund,UTI Innovation Fund,-2.18244,68c91142c4000d1d1cdb86a7a00083a6,UTI Innovation Fund Reg (G),29e2fa4489a9f8411dfe9bf4b18eb8dd,29e2fa4489a9f8411dfe9bf4b18eb8dd,821,13-10-2023 00:00,-2.1823,-3.27,-5.55,-3.03,6.12,14.29,0,0,0,0,0,0,0,0,0,D,A,B,C,,B,B,A,A,A,25.03,0,Equity: Thematic,12.4645,0,5000,500,500,38.8486,,,,,,38.8486,2.31
Edelweiss Mutual Fund,Edelweiss Multi Cap Fund,-1.68683,a0a3e6cbaf724499e212cad5055c1d3c,Edelweiss Multi Cap Fund Reg (G),27377f763f2a07f3856881a36018d3f4,27377f763f2a07f3856881a36018d3f4,2396,26-10-2023 00:00,-1.6867,-3.92,-3.89,-0.69,2.74,18.7,0,0,0,0,0,0,0,0,0,A,A,A,B,,A,A,A,A,A,55.27,0,Equity: Multi Cap,15.2118,0,100,100,100,55.262,,,,,,55.262,1.95
Groww Mutual Fund,Groww Nifty Total Market Index Fund,-1.59296,b67c4395cf76475abbfa207bc17cf115,Groww Nifty Total Market Index Fund Reg (G),01a04bd5a33b6aea83f6c6ea5b043ffb,01a04bd5a33b6aea83f6c6ea5b043ffb,219,23-10-2023 00:00,-1.593,-4.45,-4.26,-1.39,0.8,12.11,0,0,0,0,0,0,0,0,0,C,B,B,C,,B,B,A,A,A,39.96,0,Equity: Index,13.702,0,100,100,100,40.6129,,,,,,40.6129,1
Helios Mutual Fund,Helios Overnight Fund,0.016463,8273d2d4e0029594e004e27abdd378b3,Helios Overnight Fund Reg (G),359ad627a8976f94164ed3f7005f0f95,359ad627a8976f94164ed3f7005f0f95,107,25-10-2023 00:00,0.0165,0.12,0.26,0.53,1.58,3.21,0,0,0,0,0,0,0,0,0,A,D,D,D,,C,C,A,A,A,6.62,0,Debt: Overnight,1063.7828,0,5000,0,0,6.566,,,,,,6.566,0.15
Aditya Birla Sun Life Mutual Fund,Aditya Birla SL US Treasury 1-3 year Bond E T F FoF,-0.13513,6183de93dbd46a86fe741a307fafd8a0,Aditya Birla SL US Treasury 1-3 year Bond E T F FoF Reg (G),bd667304d600768613d424fb8a44838b,bd667304d600768613d424fb8a44838b,84,31-10-2023 00:00,-0.1351,-0.31,-0.03,-0.21,2.58,4.08,0,0,0,0,0,0,0,0,0,,A,A,C,,C,C,C,B,B,6.57,0,Debt: Short Duration,10.642,0,100,100,100,8.0606,,,,,,8.0606,0.23
Aditya Birla Sun Life Mutual Fund,Aditya Birla SL US Treasury 3-10 year Bond E T F FoF,-0.38572,2fd868c1a560428e55af6dd01fed9362,Aditya Birla SL US Treasury 3-10 year Bond E T F FoF Reg (G),581a7954f46cb4733f8611ae8683652b,581a7954f46cb4733f8611ae8683652b,197,31-10-2023 00:00,-0.3857,-1.15,-0.83,-1.46,3.08,5.21,0,0,0,0,0,0,0,0,0,D,A,A,D,,B,A,B,A,A,9.46,0,Debt: Medium to Long Duration,10.9242,0,100,100,100,11.2389,,,,,,11.2389,0.22
PPFAS Mutual Fund,Parag Parikh Arbitrage Fund,-0.031834,19c94d32cc32fa415c8ac19cd773fd4e,Parag Parikh Arbitrage Fund Reg (G),2ff36ba009c128ce2e9e9711fa514f96,2ff36ba009c128ce2e9e9711fa514f96,971,02-11-2023 00:00,-0.0318,0.08,0.12,0.32,1.56,3.27,0,0,0,0,0,0,0,0,0,B,B,C,D,,D,C,B,B,A,7.07,0,Hybrid: Arbitrage,10.6769,0,1000,1000,1000,7.0257,,,,,,7.0257,0.65
WhiteOak Capital Mutual Fund,WhiteOak Capital Balanced Hybrid Fund,-0.801475,2d145e9c71ce06f70618f29244ae25f4,WhiteOak Capital Balanced Hybrid Fund Reg (G),6571bd6bba75ec47f582b4b0e6304a55,6571bd6bba75ec47f582b4b0e6304a55,136,27-10-2023 00:00,-0.8015,-2.4,-2.4,-0.23,2.86,10.11,0,0,0,0,0,0,0,0,0,B,A,A,D,,C,B,B,A,A,25.23,0,Hybrid: Balanced Advantage,12.377,0,500,500,100,27.6425,,,,,,27.6425,2.14
