fundName,schemeGroupName,changePercent,schemeGroupId,schemeName,schemeId,schemeid,AUM,launchDate,1Day,7Day,15Day,30Day,3Month,6Month,1Year,2Year,3Year,5Year,7Year,10Year,15Year,20Year,25Year,D30Quarter,M3Quarter,M6Quarter,Y1Quarter,Y2Quarter,Y3Quarter,Y5Quarter,Y10Quarter,Y15Quarter,Y20Quarter,sinceInceptionReturn,fundRat,category,currentNav,isRecommended,minAmount,sipMinAmount,sipMinAmountBSE,1YearSIPReturn,3YearSIPReturn,5YearSIPReturn,10YearSIPReturn,15YearSIPReturn,20YearSIPReturn,sinceInceptionSIPReturn,expenseRatio
SBI Mutual Fund,SBI Short Term Debt Fund,-0.007226,8a1950dd996e92c13b2f24c65f5bee21,SBI Short Term Debt Fund Reg (G),1580a15716ce881376e08e2149dadd2a,1580a15716ce881376e08e2149dadd2a,13193,27-07-2007 00:00,-0.0072,0.13,0.25,0.41,1.89,4.14,7.81,7.18,5.73,6.04,6.41,7.0029,7.3994,0,0,A,B,B,B,,A,A,A,A,B,6.64,4,Debt: Short Duration,30.4429,0,5000,500,500,8.2798,6.8003,6.0112,6.5544,7.1348,,7.1424,0.85
Mirae Asset Mutual Fund,Mirae Asset Nifty AAA PSU Bond Plus SDL Apr 2026 5050 Index Fund,0.019037,820665c9b80638df6625535b30a6ad56,Mirae Asset Nifty AAA PSU Bond Plus SDL Apr 2026 5050 Index Fund Reg (G),a8e7f6a124d40eb93204b98823dfce27,a8e7f6a124d40eb93204b98823dfce27,89,20-10-2022 00:00,0.019,0.13,0.24,0.47,1.84,3.89,7.8,7.21,0,0,0,0,0,0,0,A,B,D,C,,B,A,B,A,A,7.25,0,Debt: Medium to Long Duration,11.5589,0,5000,0,0,7.8497,,,,,,7.3971,0.37
Franklin Templeton Mutual Fund,Franklin India Banking & PSU Debt Fund,0.009382,cd4f91f198b83f11d84e36b81d2fa0dc,Franklin India Banking & PSU Debt Fund (G),84947507fbdd48566fc1dc710a344676,84947507fbdd48566fc1dc710a344676,583,25-04-2014 00:00,0.0094,0.16,0.27,0.42,1.91,4.08,7.8,7.23,5.77,6.09,6.78,7.1928,0,0,0,A,B,B,B,,B,B,B,B,A,7.43,4,Debt: Banking and PSU,21.3198,0,5000,500,500,8.061,6.7559,6.0166,6.8097,,,6.8749,0.52
DSP Mutual Fund,DSP Credit Risk Fund,-0.002164,59ac472f25cede5161def98e528eeed4,DSP Credit Risk Fund Reg (G),6de92a4bc4193077202449214165a215,6de92a4bc4193077202449214165a215,191,13-05-2003 00:00,-0.0022,0.12,0.27,0.47,1.86,3.97,7.79,11.54,10.56,7.91,5.74,6.7897,7.24,6.9862,0,B,B,B,B,,A,A,B,A,A,6.85,5,Debt: Credit Risk,41.5835,0,500,500,100,9.4563,11.2752,9.524,7.0376,7.1989,7.1619,7.1145,1.2
SBI Mutual Fund,SBI Banking and PSU Fund,-0.029095,2cf1310edcb624e0b03242c7762ed6cf,SBI Banking and PSU Fund Reg (G),d0afd1fc29b034b034d6e251a4c18d43,d0afd1fc29b034b034d6e251a4c18d43,3780,09-10-2009 00:00,-0.0291,0.11,0.24,0.35,1.95,4.16,7.79,7.13,5.48,5.98,6.66,7.0605,7.4581,0,0,B,B,B,C,,C,B,B,A,A,7.43,2,Debt: Banking and PSU,2957.0511,0,5000,500,500,8.5267,6.7078,5.872,6.6163,7.1939,,7.1978,0.81
DSP Mutual Fund,DSP Short Term Fund,-0.021015,244278ce715b62f6e6941e2d3a5f5995,DSP Short Term Fund Reg (G),a7c8f81fe02c1bcc0d7bba101adb16d3,a7c8f81fe02c1bcc0d7bba101adb16d3,2824,09-09-2002 00:00,-0.021,0.13,0.25,0.37,1.88,4.16,7.78,7.07,5.54,5.81,6.15,6.7378,7.2503,7.0602,0,B,B,B,B,,B,B,B,A,A,6.93,3,Debt: Short Duration,44.245,0,500,500,100,8.2982,6.6482,5.8218,6.3129,6.9278,7.0562,7.0222,0.93
Kotak Mutual Fund,Kotak Equity Arbitrage Fund,-0.035624,c51bc72d4f552e8f2e567488d11651bd,Kotak Equity Arbitrage Fund (G),ac363dccaba97b7ff760b452f9f1cb10,ac363dccaba97b7ff760b452f9f1cb10,53683,29-09-2005 00:00,-0.0356,0.15,0.32,0.66,1.67,3.77,7.78,7.71,6.42,5.5,5.74,6.0439,6.7451,0,0,A,A,A,A,,A,A,A,A,A,6.91,5,Hybrid: Arbitrage,35.9177,0,100,100,100,7.4623,7.0621,6.1304,5.8426,6.3516,,6.5679,1.01
HSBC Mutual Fund,HSBC Short Duration Fund,-0.01236,1c8abfd3f2fd82491db18802dcd4f49c,HSBC Short Duration Fund Reg (G),145c7fe4c35b04197b296bff738cc739,145c7fe4c35b04197b296bff738cc739,3783,27-12-2011 00:00,-0.0124,0.11,0.22,0.33,1.84,4.12,7.78,7.02,5.4,5.81,6.32,6.8068,6.0556,6.2911,0,C,B,B,B,,B,B,B,B,B,6.18,2,Debt: Short Duration,25.0776,0,0,0,1000,8.3919,6.6241,5.7871,6.3946,6.5416,6.4071,6.3602,0.75
Baroda BNP Paribas Mutual Fund,Baroda BNP Paribas Short Duration Fund,-0.015141,329eef71488d86224dd43eb540184cbc,Baroda BNP Paribas Short Duration Fund (G),e0a9a70f7c822cb6ca0d2feefc66ffea,e0a9a70f7c822cb6ca0d2feefc66ffea,203,30-06-2010 00:00,-0.0151,0.12,0.21,0.38,1.98,4.1,7.77,7.3,5.7,5.76,6.32,7.0651,0,0,0,B,A,B,B,,A,B,A,B,B,7.33,3,Debt: Short Duration,27.7343,0,5000,500,500,8.3651,6.8567,5.9753,6.5135,,,7.0589,1.05
Motilal Oswal Mutual Fund,Motilal Oswal MSCI EAFE Top 100 Select Index Fund,0,e407debca1198e154b109ede9eed28e3,Motilal Oswal MSCI EAFE Top 100 Select Index Fund Reg (G),bcea64fb670f584b38e662d6023f1037,bcea64fb670f584b38e662d6023f1037,36,01-12-2021 00:00,0,0,-0.08,-1.43,11.62,2.73,7.77,8.72,0,0,,0,0,0,0,C,C,B,B,,B,B,B,A,A,6.88,0,Equity: Global,11.6671,0,500,500,500,13.0968,,,,,,12.8543,1.06
Aditya Birla Sun Life Mutual Fund,Aditya Birla SL Money Manager Fund,0.021243,40df5f649d3a54106badc737357bfe74,Aditya Birla SL Money Manager Fund Reg (G),4650927e0fc232da3dd99d057a80ea67,4650927e0fc232da3dd99d057a80ea67,24595,10-10-2005 00:00,0.0212,0.14,0.31,0.58,1.88,3.77,7.76,7.59,6.52,6.05,6.61,6.9405,7.4489,0,0,A,A,A,A,,A,A,A,A,C,6.82,5,Debt: Money Market,352.6603,0,1000,1000,1000,7.7392,7.171,6.3585,6.5974,7.1363,,7.1494,0.35
Edelweiss Mutual Fund,Edelweiss NIFTY PSU Bond Plus SDL Index Fund 2026,0.016178,64dd470a1639e25b08fcec607c7a7ae2,Edelweiss NIFTY PSU Bond Plus SDL Index Fund 2026 Reg (G),2f0f4b0025347b0d6bc8b30ddb09b03a,2f0f4b0025347b0d6bc8b30ddb09b03a,8715,18-03-2021 00:00,0.0162,0.13,0.25,0.48,1.84,3.87,7.75,7.24,5.41,0,0,0,0,0,0,A,B,C,C,,B,B,B,A,A,5.97,0,Debt: Medium Duration,12.3643,0,100,100,100,7.7313,6.522,,,,,6.215,0.4
Axis Mutual Fund,Axis Money Market Fund,0.021186,475d2f7f2059d74a32da585b680eacc8,Axis Money Market Fund (G),236491f074fa9353c4f7640e7574efff,236491f074fa9353c4f7640e7574efff,14299,06-08-2019 00:00,0.0212,0.14,0.31,0.58,1.88,3.78,7.75,7.54,6.46,5.92,0,0,0,0,0,A,A,A,A,,A,A,C,C,C,6.02,4,Debt: Money Market,1363.4825,0,5000,100,1000,7.7354,7.117,6.2761,,,,6.2464,0.32
Canara Robeco Mutual Fund,Canara Robeco Banking and PSU Debt Fund,-0.004345,c3cdff686c94b5c56f31c20b99bb49ad,Canara Robeco Banking and PSU Debt Fund Reg (G),48761fc0c729c1b7ee9d467a8d765000,48761fc0c729c1b7ee9d467a8d765000,238,22-08-2022 00:00,-0.0043,0.1,0.22,0.34,1.85,3.97,7.75,6.89,0,0,0,0,0,0,0,B,C,C,C,,D,C,C,B,A,6.45,3,Debt: Banking and PSU,11.5066,0,5000,1000,1000,8.1612,,,,,,7.2285,0.71
Franklin Templeton Mutual Fund,Franklin India Feeder Franklin European Growth Fund,-0.895113,e404a9fddabc7c4889c3037689d0aecf,Franklin India Feeder Franklin European Growth Fund (G),f8aa0fc990e16970fb905b13d0b9d786,f8aa0fc990e16970fb905b13d0b9d786,17,16-05-2014 00:00,-0.8951,-2.69,-4.47,-6.33,-6.08,-2.31,7.75,9.6,0.94,0.91,0.24,1.5007,0,0,0,D,D,D,D,,B,B,B,A,A,0.04,0,Equity: Global,10.0421,0,5000,0,500,22.7972,11.0092,7.6938,3.6613,,,3.4595,1.4
Nippon India Mutual Fund,Nippon India Money Market Fund,0.020677,1148407fb70500f5a57211cb2ec6321b,Nippon India Money Market Fund (G),355fa0c04f1ddafe3643785698a7cf78,355fa0c04f1ddafe3643785698a7cf78,15623,16-06-2005 00:00,0.0207,0.14,0.3,0.57,1.87,3.76,7.74,7.55,6.54,5.92,6.52,6.8443,7.3429,0,0,B,A,A,A,,A,A,A,A,C,7.33,4,Debt: Money Market,3954.9077,0,500,100,100,7.716,7.1523,6.3181,6.5095,7.0397,,7.204,0.38
Franklin Templeton Mutual Fund,Franklin India Corporate Debt Fund Plan A,0.014538,256ea5ac7d0f97354ab23a32dd8818bf,Franklin India Corporate Debt Fund (G),cc1daaf08d9ad1a14e7ec0eb604b757e,cc1daaf08d9ad1a14e7ec0eb604b757e,785,23-06-1997 00:00,0.0145,0.22,0.38,0.56,2.1,4.21,7.74,7.07,5.61,6.02,6.57,7.2702,7.8886,7.3051,0,A,A,C,C,,B,B,A,A,A,7.95,3,Debt: Corporate Bond,93.5596,0,10000,500,500,7.8486,6.5074,5.91,6.6764,7.4865,7.565,7.4323,0.79
ICICI Prudential Mutual Fund,ICICI Pru Money Market Fund,0.021854,6b3c60704b340ad5c1690fce9401ed48,ICICI Pru Money Market Fund Reg (G),3cb0064d368bab3790c56fc99f83a7ff,3cb0064d368bab3790c56fc99f83a7ff,24631,09-03-2006 00:00,0.0219,0.14,0.31,0.58,1.88,3.76,7.72,7.53,6.44,5.89,6.44,6.8004,7.2046,0,0,A,A,A,A,,A,A,A,B,C,7.12,4,Debt: Money Market,361.5666,0,500,100,100,7.707,7.1115,6.2601,6.4507,6.9727,,7.0231,0.32
Tata Mutual Fund,Tata Money Market Fund Plan A,0.021863,0eb11ddcb09b972a8660fcff61b4de0a,Tata Money Market Fund (G),0eaaca755fae0541c8e2bd396a5debe7,0eaaca755fae0541c8e2bd396a5debe7,24636,21-05-2003 00:00,0.0219,0.14,0.31,0.58,1.86,3.74,7.72,7.55,6.47,5.97,5.41,6.0605,6.8129,6.8571,0,B,B,B,A,,A,A,C,B,A,6.72,4,Debt: Money Market,4499.3883,0,5000,500,500,7.7112,7.1152,6.3154,5.8378,6.3908,6.6623,6.6814,0.4
UTI Mutual Fund,UTI Low Duration Fund Inst,0.014372,a19a2016624aed583426884dd0be656e,UTI Low Duration Fund Ins (G),31e6838a92d7d443e89efc84fe2936d1,31e6838a92d7d443e89efc84fe2936d1,2707,21-03-2003 00:00,0.0144,0.14,0.29,0.53,1.99,3.9,7.72,7.38,6.24,7.06,5.39,6.2831,7.0476,0,0,A,A,A,A,,A,A,C,B,A,7.17,5,Debt: Low Duration,3378.5357,0,500,500,500,7.8796,6.9821,7.0632,6.0232,6.6097,,6.7742,0.44
UTI Mutual Fund,UTI Money Market Fund,0.021615,a6e2b58b67088df3b4430c469784c5c7,UTI Money Market Fund Reg (G),0a969fa75980be845585d00403d6c85e,0a969fa75980be845585d00403d6c85e,13635,06-07-2009 00:00,0.0216,0.14,0.31,0.58,1.89,3.78,7.72,7.57,6.53,5.92,6.49,6.8372,7.331,0,0,A,A,A,A,,A,A,A,A,C,7.27,5,Debt: Money Market,2937.5131,0,500,500,500,7.7638,7.1605,6.3157,6.4936,7.0279,,7.039,0.27
Aditya Birla Sun Life Mutual Fund,Aditya Birla SL Savings Fund,0.020418,2cbd335e953c86ab67e4978e2fbab6d3,Aditya Birla SL Savings Fund Reg (G),8861f6ee5c175e4bd6e5ec73f3d6dd03,8861f6ee5c175e4bd6e5ec73f3d6dd03,12417,27-11-2001 00:00,0.0204,0.15,0.31,0.62,1.95,3.8,7.71,7.43,6.4,6.08,6.6,7.2073,7.689,7.5987,0,A,A,A,A,,A,A,B,A,A,7.41,4,Debt: Ultra Short Duration,522.2002,0,1000,1000,1000,7.5894,6.99,6.2821,6.6971,7.3422,7.5235,7.5081,0.57
Kotak Mutual Fund,Kotak Money Market Fund,0.020763,f64cb8c60fdf01cb6b74f398f53b59cb,Kotak Money Market Fund Reg (G),d6275ea03f734ccc490e8d99304e227a,d6275ea03f734ccc490e8d99304e227a,25998,14-07-2003 00:00,0.0208,0.14,0.31,0.58,1.87,3.74,7.71,7.51,6.47,5.8,6.39,6.7841,7.2953,7.1868,0,B,B,A,A,,A,B,A,A,A,7.04,4,Debt: Money Market,4280.21,0,5000,100,1000,7.6071,7.0894,6.2322,6.4143,6.9809,7.1385,7.1306,0.35
Kotak Mutual Fund,Kotak Credit Risk Fund,-0.169838,3214801e91ec37e3a5f744b8e29008da,Kotak Credit Risk Fund (G),0a63cd5108f5cb1ee39e4f7b850a8e9b,0a63cd5108f5cb1ee39e4f7b850a8e9b,767,11-05-2010 00:00,-0.1698,-0.01,0,0.39,0.79,3.42,7.71,6.84,4.68,5.35,5.84,6.8141,0,0,0,C,C,C,B,,C,C,B,B,A,7.29,1,Debt: Credit Risk,27.9203,0,100,100,100,7.1736,6.1616,5.523,6.1274,,,6.8667,1.71
Canara Robeco Mutual Fund,Canara Robeco Corporate Bond Fund,-0.02359,2d29108f1b029b56e52bfbe1a7b15190,Canara Robeco Corporate Bond Fund Reg (G),d4c1e7e685b39d841545a88330c75e4e,d4c1e7e685b39d841545a88330c75e4e,136,07-02-2014 00:00,-0.0236,0.1,0.26,0.37,1.95,4.02,7.69,6.75,5.3,5.72,6.04,6.618,0,0,0,B,C,C,C,,C,C,B,B,A,7.02,3,Debt: Corporate Bond,20.7669,0,5000,1000,1000,8.304,6.4363,5.6568,6.2017,,,6.308,1.03
Axis Mutual Fund,Axis Treasury Advantage Fund,0.01452,52e1b0633993c0e5c65a94ee3723d476,Axis Treasury Advantage Fund (G),14b2c8842680e7d430614269d67b2db4,14b2c8842680e7d430614269d67b2db4,6049,09-10-2009 00:00,0.0145,0.16,0.31,0.55,1.91,3.85,7.69,7.32,6.19,5.99,6.55,6.9512,7.4329,0,0,A,A,A,A,,A,A,A,A,A,7.41,4,Debt: Low Duration,2946.7612,0,5000,100,1000,7.653,6.8722,6.1406,6.5446,7.1051,,7.1051,0.66
Mirae Asset Mutual Fund,Mirae Asset Short Duration Fund,-0.005358,6b0d98a874cc4ce3908c425153fd90b3,Mirae Asset Short Duration Fund Reg (G),ff05aa17eb7546daf83ceb4764276a57,ff05aa17eb7546daf83ceb4764276a57,342,16-03-2018 00:00,-0.0054,0.12,0.26,0.33,1.79,4.02,7.68,6.87,5.44,5.66,0,0,0,0,0,C,B,B,B,,B,B,C,B,B,6.2,3,Debt: Short Duration,14.9311,0,5000,99,99,8.182,6.5381,5.7256,,,,5.9522,1.12
Aditya Birla Sun Life Mutual Fund,Aditya Birla SL CRISIL IBX Gilt - April 2026 Index Fund,-0.005163,b1db4210170bf72eebff785be1d96b70,Aditya Birla SL CRISIL IBX Gilt April 2026 Index Fund Reg (G),6ba10e27455e194f889a59ec1e81f678,6ba10e27455e194f889a59ec1e81f678,337,07-10-2022 00:00,-0.0052,0.12,0.25,0.34,1.63,3.81,7.68,7.07,0,0,0,0,0,0,0,B,D,C,C,,B,B,B,A,A,7.31,0,Debt: Medium Duration,11.6215,0,500,500,500,7.9227,,,,,,7.4458,0.36
Aditya Birla Sun Life Mutual Fund,Aditya Birla SL CRISIL IBX 60:40 SDL + AAA PSU Apr 2026 Index Fund,0.012267,39551face4dfdc6c699abb5f53a09207,Aditya Birla SL CRISIL IBX 60:40 SDL + AAA PSU Apr 2026 Index Fund Reg (G),6dac0d9797b567c7f1111a4e5bbab60f,6dac0d9797b567c7f1111a4e5bbab60f,52,02-12-2022 00:00,0.0123,0.12,0.24,0.45,1.78,3.85,7.67,0,0,0,0,0,0,0,0,A,B,D,C,,B,A,B,A,A,6.94,0,Debt: Medium to Long Duration,11.4143,0,500,500,500,7.7633,,,,,,7.308,0.45
PGIM India Mutual Fund,PGIM India Corporate Bond Fund,-0.017571,2c193361d243df663d91dc6eb16f3824,PGIM India Corporate Bond Fund Reg (G),b7dab28e0436b541b57f1de6d190c7d0,b7dab28e0436b541b57f1de6d190c7d0,97,30-01-2003 00:00,-0.0176,0.11,0.24,0.33,2,4.08,7.67,6.97,5.52,6.1,6.08,6.4645,6.8532,6.8422,0,B,B,C,C,,B,B,B,B,A,6.77,3,Debt: Corporate Bond,40.9697,0,5000,1000,1000,8.3749,6.6098,6.0015,6.2689,6.619,6.8325,6.7889,1.03
ITI Mutual Fund,ITI Banking and PSU Fund,0.004033,275a35e4e085b3d7c4f778bb278733a6,ITI Banking and PSU Fund Reg (G),ff4c8b887a15fc412e02899b229e804d,ff4c8b887a15fc412e02899b229e804d,31,23-10-2020 00:00,0.004,0.12,0.28,0.42,1.76,3.83,7.67,6.93,5.86,0,0,0,0,0,0,A,D,C,C,,A,C,C,B,A,5.43,5,Debt: Banking and PSU,12.3974,0,5000,500,500,7.9232,6.7102,,,,,6.1957,0.7
HDFC Mutual Fund,HDFC Money Market Fund,0.021172,07d085bac759c4e9d77eeb6db2df1d74,HDFC Money Market Fund (G),be029b2954a3e674d0b9ce2bc423f420,be029b2954a3e674d0b9ce2bc423f420,24979,18-11-1999 00:00,0.0212,0.14,0.3,0.57,1.86,3.73,7.66,7.47,6.4,5.94,6.47,6.7766,7.2892,7.2083,0,B,B,B,B,,B,A,B,B,A,7.01,3,Debt: Money Market,5448.057,0,100,100,100,7.6921,7.0354,6.2341,6.4512,6.9803,7.1514,7.1073,0.39
Tata Mutual Fund,Tata CRISIL-IBX Gilt Index - April 2026 Index Fund,-0.006031,e7917edf949bd8b72a495a55160d044f,Tata CRISIL-IBX Gilt Index April 2026 Index Fund Reg (G),f89672b4b0afe418008a304ef00f7f1f,f89672b4b0afe418008a304ef00f7f1f,1117,30-09-2022 00:00,-0.006,0.12,0.25,0.35,1.64,3.8,7.66,7.08,0,0,0,0,0,0,0,B,C,C,C,,B,B,B,A,A,7.26,0,Debt: Medium Duration,11.6055,0,5000,500,500,7.8945,,,,,,7.4139,0.34
Tata Mutual Fund,Tata Floating Rate Fund,-0.015664,5e475719fa5fa9761363e624675eecee,Tata Floating Rate Fund Reg (G),92c0371c85effe2949f25e3c694ef2a8,92c0371c85effe2949f25e3c694ef2a8,184,07-07-2021 00:00,-0.0157,0.08,0.23,0.54,2.08,4.09,7.65,7.2,6.19,0,0,0,0,0,0,B,B,C,D,,C,C,B,B,A,5.92,4,Debt: Floater,12.1277,0,5000,150,500,7.9282,6.9239,,,,,6.7645,0.73
Edelweiss Mutual Fund,Edelweiss BHARAT Bond FOF April 2025,0.039237,2c32e2e6143f41f636f594bae949d60a,Edelweiss BHARAT Bond FOF April 2025 (G),0ebd85ddb2c7f439d845411e0aa83ae3,0ebd85ddb2c7f439d845411e0aa83ae3,4560,24-07-2020 00:00,0.0392,0.14,0.02,0.58,2.29,3.72,7.65,7.29,5.43,0,0,0,0,0,0,A,A,C,C,,B,C,C,B,B,5.3,0,Debt: Short Duration,12.4931,0,100,100,100,7.2291,6.3893,,,,,5.8402,0.06
Bandhan Mutual Fund,Bandhan Banking & PSU Debt Fund,-0.011544,a5e37207da8f5528a324c35c1a6d5347,Bandhan Banking & PSU Debt Fund Reg (G),6ba426b31164b3c148a63e7dd03b34ce,6ba426b31164b3c148a63e7dd03b34ce,13435,07-03-2013 00:00,-0.0115,0.1,0.23,0.37,1.83,4,7.64,7.12,5.78,6.36,7.08,7.269,0,0,0,A,C,C,C,,B,B,B,B,A,7.52,4,Debt: Banking and PSU,23.3855,0,1000,100,100,8.1407,6.7502,6.1255,6.9515,,,7.1189,0.63
HDFC Mutual Fund,HDFC Arbitrage Fund WP,-0.037414,51ed23c19404e50f65d496b2bda65a1b,HDFC Arbitrage Fund WP (G),357459d55cc954df2662231c4041e6c1,357459d55cc954df2662231c4041e6c1,15440,23-10-2007 00:00,-0.0374,0.16,0.31,0.63,1.67,3.76,7.64,7.53,6.18,5.18,5.38,5.7553,6.4343,0,0,B,A,A,A,,A,B,B,A,A,6.52,3,Hybrid: Arbitrage,29.39,0,100,100,100,7.4087,6.886,5.8873,5.5377,6.0083,,6.1265,0.93
Franklin Templeton Mutual Fund,Franklin India Money Market Fund,0.019465,0faec88545f936e02d9ba8af74c2012c,Franklin India Money Market Fund Reg (G),389793df73bb8d8d25b1563e2a5862f3,389793df73bb8d8d25b1563e2a5862f3,1985,11-02-2002 00:00,0.0195,0.14,0.31,0.58,1.87,3.75,7.64,7.45,6.27,5.73,6.35,6.8342,7.3159,7.2556,0,A,A,A,B,,B,B,A,A,A,7.11,3,Debt: Money Market,47.7885,0,10000,500,500,7.6259,6.9801,6.1034,6.4248,6.9955,7.2031,7.1767,0.29
UTI Mutual Fund,UTI Arbitrage Fund,-0.038713,ea13bc9a591fef43b8dec493fed50bd6,UTI Arbitrage Fund (G),ac8270afb56160cafd2c2d8d0fca3876,ac8270afb56160cafd2c2d8d0fca3876,6035,22-06-2006 00:00,-0.0387,0.18,0.32,0.63,1.67,3.74,7.63,7.51,6.14,5.31,5.61,5.9161,6.3939,0,0,B,A,A,A,,A,A,A,A,A,6.81,4,Hybrid: Arbitrage,33.5673,0,5000,500,500,7.4374,6.8597,5.9249,5.6943,6.1131,,6.3258,0.86
Invesco Mutual Fund,Invesco India Arbitrage Fund,-0.031032,79a039d575cf625c6d785ee0337a40ca,Invesco India Arbitrage Fund (G),7b1fbf15c1a6312ad6c1199170b79264,7b1fbf15c1a6312ad6c1199170b79264,17699,30-04-2007 00:00,-0.031,0.15,0.32,0.64,1.65,3.77,7.62,7.6,6.56,5.46,5.64,5.9399,6.4637,0,0,A,A,A,A,,A,A,A,A,A,6.58,5,Hybrid: Arbitrage,30.6041,0,1000,500,500,7.3582,7.0739,6.1286,5.7603,6.1651,,6.2525,1.06
Mirae Asset Mutual Fund,Mirae Asset Ultra Short Duration Fund,0.018883,786e46fa41ff2b46e0d028e6cd19c4c2,Mirae Asset Ultra Short Duration Fund Reg (G),3b50a3e719160d706a054fc4924d3f20,3b50a3e719160d706a054fc4924d3f20,1262,08-10-2020 00:00,0.0189,0.14,0.31,0.58,1.86,3.77,7.62,7.35,6.31,0,0,0,0,0,0,A,A,A,A,,A,D,D,D,B,5.55,5,Debt: Ultra Short Duration,1247.939,0,5000,99,99,7.5549,6.9498,,,,,6.3946,0.46
Aditya Birla Sun Life Mutual Fund,Aditya Birla SL Nifty SDL Sep 2025 Index Fund,0.017216,ac19113044b5fc42bff042e9a15dfc5b,Aditya Birla SL Nifty SDL Sep 2025 Index Fund Reg (G),8d3f39b28b6465d2843ec2dbb7b4dc49,8d3f39b28b6465d2843ec2dbb7b4dc49,72,28-09-2022 00:00,0.0172,0.13,0.26,0.47,1.72,3.8,7.61,7.25,0,0,0,0,0,0,0,A,C,C,C,,C,C,C,B,B,7.25,0,Debt: Short Duration,11.619,0,500,500,500,7.7537,,,,,,7.3826,0.35
Bandhan Mutual Fund,Bandhan Crisil IBX Gilt April 2026 Index Fund,-0.008629,c77ed6776fa3b7ce845c749d68960cee,Bandhan Crisil IBX Gilt April 2026 Index Fund Reg (G),53171a51d4369f861acdf9d2b44c1e46,53171a51d4369f861acdf9d2b44c1e46,490,20-10-2022 00:00,-0.0086,0.12,0.25,0.35,1.64,3.78,7.61,7.03,0,0,0,0,0,0,0,B,D,D,D,,B,B,B,A,A,7.31,0,Debt: Medium Duration,11.5876,0,1000,100,100,7.8123,,,,,,7.368,0.41
Franklin Templeton Mutual Fund,Franklin India Government Securities Fund,0.011261,a143dd72bd2fb580fbb8d4e614f17759,Franklin India Government Securities Fund (G),2dae3ffbe0cd5456f6b77098f39952cb,2dae3ffbe0cd5456f6b77098f39952cb,150,07-12-2001 00:00,0.0112,0.09,0.27,0.26,1.82,4.25,7.61,6.24,4.91,5.09,5.03,6.2126,6.26,7.0205,0,A,C,C,C,,C,C,C,C,B,6.76,1,Debt: Gilt Fund,55.9543,0,10000,500,500,8.7296,6.2258,5.209,5.4966,6.2007,6.6161,6.6229,1.13
Bandhan Mutual Fund,Bandhan Corporate Bond Fund,-0.01481,7a46b67bc463e267d65accc82dade353,Bandhan Corporate Bond Fund Reg (G),942cedade21515fcb2400fad7ec88337,942cedade21515fcb2400fad7ec88337,13903,12-01-2016 00:00,-0.0148,0.11,0.24,0.38,1.96,4.28,7.6,7.19,5.48,6.38,6.54,0,0,0,0,B,B,B,C,,B,B,C,B,A,6.99,3,Debt: Corporate Bond,18.2289,0,1000,100,100,8.3281,6.6949,6.0792,,,,6.5676,0.65
LIC Mutual Fund,LIC MF Short Duration Fund,-0.009384,aa28dd375a0f711d24381a470d6991a9,LIC MF Short Duration Fund Reg (G),023618998170941b337d42328763f1b2,023618998170941b337d42328763f1b2,111,01-02-2019 00:00,-0.0094,0.08,0.19,0.32,1.78,3.98,7.6,6.71,4.98,5.14,0,0,0,0,0,C,B,B,C,,B,B,C,B,B,5.74,1,Debt: Short Duration,13.8528,0,5000,1000,200,8.1651,6.2743,5.2942,,,,5.3653,1.33
Edelweiss Mutual Fund,Edelweiss Arbitrage Fund,-0.044637,9c2387323b67bb70f20929faf710c038,Edelweiss Arbitrage Fund Reg (G),22329e11e20961cbdfbad12807619405,22329e11e20961cbdfbad12807619405,12305,27-06-2014 00:00,-0.0446,0.16,0.33,0.65,1.64,3.68,7.59,7.5,6.23,5.4,5.66,6.0346,0,0,0,A,B,B,A,,A,A,A,B,A,6.15,4,Hybrid: Arbitrage,18.5862,0,100,100,100,7.2997,6.8725,5.9685,5.76,,,5.7852,1.08
ITI Mutual Fund,ITI Conservative Hybrid Fund,0,9458f712b7cbf7dff0776cfa2c06a8db,ITI Conservative Hybrid Fund Reg (G),a0d023b7b808e90d9c54e5194c38712b,a0d023b7b808e90d9c54e5194c38712b,15,11-03-2022 00:00,0,0,0.02,0.73,2.67,3.71,7.57,0,0,0,,0,0,0,0,C,C,C,C,,C,D,,D,C,5.94,0,Hybrid: Conservative,11.0957,0,5000,500,500,9.6086,,,,,,7.4682,1.59
Axis Mutual Fund,Axis Banking & PSU Debt,0,60fb6416e206221b52d52cc39bcb25f2,Axis Banking & PSU Debt (G),3a52d99f1e5c8bb1f089318b6a19064c,3a52d99f1e5c8bb1f089318b6a19064c,13160,08-06-2012 00:00,0,0.14,0.3,0.42,1.89,4.01,7.55,6.98,5.77,6.07,6.92,7.2918,0,0,0,A,C,C,C,,B,B,B,B,A,7.63,4,Debt: Banking and PSU,2500.178,0,5000,100,1000,8.042,6.6381,5.9896,6.8465,,,7.1422,0.63
